Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI
2017,2017 Senior Report,Healthcare-associated Infection (HAI) Policies,New Jersey,17,62.5,0.56,,
2017,2017 Senior Report,Healthcare-associated Infection (HAI) Policies,New Mexico,36,25,-0.9,,
2017,2017 Senior Report,Healthcare-associated Infection (HAI) Policies,New York,1,83.3,1.36,,
2017,2017 Senior Report,Healthcare-associated Infection (HAI) Policies,North Carolina,8,75,1.04,,
2017,2017 Senior Report,Healthcare-associated Infection (HAI) Policies,North Dakota,33,37.5,-0.42,,
2017,2017 Senior Report,Healthcare-associated Infection (HAI) Policies,Ohio,42,16.7,-1.22,,
2017,2017 Senior Report,Healthcare-associated Infection (HAI) Policies,Oklahoma,35,29.2,-0.74,,
2017,2017 Senior Report,Healthcare-associated Infection (HAI) Policies,Oregon,8,75,1.04,,
2017,2017 Senior Report,Healthcare-associated Infection (HAI) Policies,Pennsylvania,8,75,1.04,,
2017,2017 Senior Report,Healthcare-associated Infection (HAI) Policies,Rhode Island,36,25,-0.9,,
2017,2017 Senior Report,Healthcare-associated Infection (HAI) Policies,South Carolina,32,45.8,-0.09,,
2017,2017 Senior Report,Healthcare-associated Infection (HAI) Policies,South Dakota,17,62.5,0.56,,
2017,2017 Senior Report,Healthcare-associated Infection (HAI) Policies,Tennessee,8,75,1.04,,
2017,2017 Senior Report,Healthcare-associated Infection (HAI) Policies,Texas,15,66.7,0.72,,
2017,2017 Senior Report,Healthcare-associated Infection (HAI) Policies,Utah,5,79.2,1.2,,
2017,2017 Senior Report,Healthcare-associated Infection (HAI) Policies,Vermont,42,16.7,-1.22,,
2017,2017 Senior Report,Healthcare-associated Infection (HAI) Policies,Virginia,45,12.5,-1.39,,
2017,2017 Senior Report,Healthcare-associated Infection (HAI) Policies,Washington,19,58.3,0.39,,
2017,2017 Senior Report,Healthcare-associated Infection (HAI) Policies,West Virginia,8,75,1.04,,
2017,2017 Senior Report,Healthcare-associated Infection (HAI) Policies,Wisconsin,23,50,0.07,,
2017,2017 Senior Report,Healthcare-associated Infection (HAI) Policies,Wyoming,48,0,-1.87,,
2017,2017 Senior Report,Healthcare-associated Infection (HAI) Policies,United States,,48.2,0,,
2017,2017 Senior Report,Healthcare-associated Infection (HAI) Policies,District of Columbia,,58.3,0,,
2017,2017 Senior Report,High Health Status-Senior,Alabama,49,30.9,-1.97,33.1,28.7
2017,2017 Senior Report,High Health Status-Senior,Alaska,22,42.8,0.31,47.9,37.8
2017,2017 Senior Report,High Health Status-Senior,Arizona,10,45.6,0.84,47.8,43.4
2017,2017 Senior Report,High Health Status-Senior,Arkansas,44,34.9,-1.21,37.8,32
2017,2017 Senior Report,High Health Status-Senior,California,16,44.8,0.69,47.4,42.2
2017,2017 Senior Report,High Health Status-Senior,Colorado,1,52.3,2,54.3,50.4
2017,2017 Senior Report,High Health Status-Senior,Connecticut,12,45.4,0.8,47.4,43.5
2017,2017 Senior Report,High Health Status-Senior,Delaware,22,42.8,0.31,46,39.5
2017,2017 Senior Report,High Health Status-Senior,Florida,24,42.2,0.19,44.2,40.3
2017,2017 Senior Report,High Health Status-Senior,Georgia,39,38.3,-0.55,41.2,35.3
2017,2017 Senior Report,High Health Status-Senior,Hawaii,27,41.4,0.04,44.2,38.6
2017,2017 Senior Report,High Health Status-Senior,Idaho,5,48.3,1.36,51.3,45.4
2017,2017 Senior Report,High Health Status-Senior,Illinois,31,40.8,-0.08,43.6,38.1
2017,2017 Senior Report,High Health Status-Senior,Indiana,38,38.5,-0.52,41.1,35.8
2017,2017 Senior Report,High Health Status-Senior,Iowa,26,42,0.15,44.5,39.6
2017,2017 Senior Report,High Health Status-Senior,Kansas,27,41.4,0.04,42.7,40.1
2017,2017 Senior Report,High Health Status-Senior,Kentucky,45,34.1,-1.36,37,31.3
2017,2017 Senior Report,High Health Status-Senior,Louisiana,47,32.6,-1.65,35.4,29.7
2017,2017 Senior Report,High Health Status-Senior,Maine,6,48,1.3,50.3,45.8
2017,2017 Senior Report,High Health Status-Senior,Maryland,11,45.5,0.82,48.3,42.8
2017,2017 Senior Report,High Health Status-Senior,Massachusetts,7,47.9,1.28,50.7,45.1
2017,2017 Senior Report,High Health Status-Senior,Michigan,27,41.4,0.04,43.6,39.2
2017,2017 Senior Report,High Health Status-Senior,Minnesota,4,48.4,1.38,50.1,46.8
2017,2017 Senior Report,High Health Status-Senior,Mississippi,50,29,-2,31.4,26.6
2017,2017 Senior Report,High Health Status-Senior,Missouri,37,39.1,-0.4,41.6,36.7
2017,2017 Senior Report,High Health Status-Senior,Montana,8,46.4,0.99,49.1,43.7
2017,2017 Senior Report,High Health Status-Senior,Nebraska,20,43.7,0.48,45.4,42
2017,2017 Senior Report,High Health Status-Senior,Nevada,21,43.6,0.46,48.6,38.5
2017,2017 Senior Report,High Health Status-Senior,New Hampshire,2,51.3,1.93,53.6,49
2017,2017 Senior Report,High Health Status-Senior,New Jersey,33,39.9,-0.25,42.5,37.4
2017,2017 Senior Report,High Health Status-Senior,New Mexico,34,39.5,-0.33,42.3,36.7
2017,2017 Senior Report,High Health Status-Senior,New York,40,38.2,-0.57,40.1,36.2
2017,2017 Senior Report,High Health Status-Senior,North Carolina,42,36.9,-0.82,39.4,34.3
2017,2017 Senior Report,High Health Status-Senior,North Dakota,35,39.4,-0.34,42.1,36.6
2017,2017 Senior Report,High Health Status-Senior,Ohio,30,41,-0.04,43.2,38.8
2017,2017 Senior Report,High Health Status-Senior,Oklahoma,48,32.3,-1.7,34.4,30.2
2017,2017 Senior Report,High Health Status-Senior,Oregon,15,45.1,0.75,47.7,42.5
2017,2017 Senior Report,High Health Status-Senior,Pennsylvania,36,39.2,-0.38,42.2,36.3
2017,2017 Senior Report,High Health Status-Senior,Rhode Island,16,44.8,0.69,47.3,42.2
2017,2017 Senior Report,High Health Status-Senior,South Carolina,32,40.4,-0.15,42.3,38.5
2017,2017 Senior Report,High Health Status-Senior,South Dakota,25,42.1,0.17,45.3,38.9
2017,2017 Senior Report,High Health Status-Senior,Tennessee,43,35.9,-1.01,38.6,33.1
2017,2017 Senior Report,High Health Status-Senior,Texas,40,38.2,-0.57,40.8,35.7
2017,2017 Senior Report,High Health Status-Senior,Utah,9,46.3,0.98,48.8,43.9
2017,2017 Senior Report,High Health Status-Senior,Vermont,3,48.6,1.42,51.4,45.8
2017,2017 Senior Report,High Health Status-Senior,Virginia,19,44.6,0.65,47.2,41.9
2017,2017 Senior Report,High Health Status-Senior,Washington,13,45.2,0.77,46.9,43.6
2017,2017 Senior Report,High Health Status-Senior,West Virginia,46,33.7,-1.43,36.1,31.3
2017,2017 Senior Report,High Health Status-Senior,Wisconsin,16,44.8,0.69,47.8,41.7
2017,2017 Senior Report,High Health Status-Senior,Wyoming,13,45.2,0.77,47.9,42.5
2017,2017 Senior Report,High Health Status-Senior,United States,,41.2,0,,
2017,2017 Senior Report,High Health Status-Senior,District of Columbia,,44.4,0,47.9,40.8
2017,2017 Senior Report,Hip Fractures,Alaska,2,4.7,-1.2,,
2017,2017 Senior Report,Hip Fractures,Alabama,45,7.2,1.5,,
2017,2017 Senior Report,Hip Fractures,United States,,5.8,,,
2017,2017 Senior Report,Hip Fractures,Arkansas,47,7.4,1.7,,
2017,2017 Senior Report,Hip Fractures,Arizona,30,5.9,0.1,,
2017,2017 Senior Report,Hip Fractures,California,5,4.8,-1.1,,
2017,2017 Senior Report,Hip Fractures,Colorado,23,5.6,-0.2,,
2017,2017 Senior Report,Hip Fractures,Connecticut,9,5.1,-0.7,,
2017,2017 Senior Report,Hip Fractures,District of Columbia,,5.5,,,
2017,2017 Senior Report,Hip Fractures,Delaware,23,5.6,-0.2,,
2017,2017 Senior Report,Hip Fractures,Florida,33,6.1,0.3,,
2017,2017 Senior Report,Hip Fractures,Georgia,44,7.1,1.4,,
2017,2017 Senior Report,Hip Fractures,Hawaii,1,3,-2,,
2017,2017 Senior Report,Hip Fractures,Iowa,19,5.5,-0.3,,
2017,2017 Senior Report,Hip Fractures,Idaho,9,5.1,-0.7,,
2017,2017 Senior Report,Hip Fractures,Illinois,23,5.6,-0.2,,
2017,2017 Senior Report,Hip Fractures,Indiana,31,6,0.2,,
2017,2017 Senior Report,Hip Fractures,Kansas,37,6.5,0.7,,
2017,2017 Senior Report,Hip Fractures,Kentucky,47,7.4,1.7,,
2017,2017 Senior Report,Hip Fractures,Louisiana,41,6.9,1.2,,
2017,2017 Senior Report,Hip Fractures,Massachusetts,15,5.2,-0.6,,
2017,2017 Senior Report,Hip Fractures,Maryland,9,5.1,-0.7,,
2017,2017 Senior Report,Hip Fractures,Maine,17,5.4,-0.4,,
2017,2017 Senior Report,Hip Fractures,Michigan,19,5.5,-0.3,,
2017,2017 Senior Report,Hip Fractures,Minnesota,6,4.9,-1,,
2017,2017 Senior Report,Hip Fractures,Missouri,39,6.6,0.9,,
2017,2017 Senior Report,Hip Fractures,Mississippi,47,7.4,1.7,,
2017,2017 Senior Report,Hip Fractures,Montana,23,5.6,-0.2,,
2017,2017 Senior Report,Hip Fractures,North Carolina,40,6.7,1,,
2017,2017 Senior Report,Hip Fractures,North Dakota,19,5.5,-0.3,,
2017,2017 Senior Report,Hip Fractures,Nebraska,31,6,0.2,,
2017,2017 Senior Report,Hip Fractures,New Hampshire,9,5.1,-0.7,,
2017,2017 Senior Report,Hip Fractures,New Jersey,16,5.3,-0.5,,
2017,2017 Senior Report,Hip Fractures,New Mexico,33,6.1,0.3,,
2017,2017 Senior Report,Hip Fractures,Nevada,27,5.7,-0.1,,
2017,2017 Senior Report,Hip Fractures,New York,9,5.1,-0.7,,
2017,2017 Senior Report,Hip Fractures,Ohio,33,6.1,0.3,,
2017,2017 Senior Report,Hip Fractures,Oklahoma,50,7.7,2,,
2017,2017 Senior Report,Hip Fractures,Oregon,9,5.1,-0.7,,
2017,2017 Senior Report,Hip Fractures,Pennsylvania,19,5.5,-0.3,,
2017,2017 Senior Report,Hip Fractures,Rhode Island,6,4.9,-1,,
2017,2017 Senior Report,Hip Fractures,South Carolina,37,6.5,0.7,,
2017,2017 Senior Report,Hip Fractures,South Dakota,27,5.7,-0.1,,
2017,2017 Senior Report,Hip Fractures,Tennessee,46,7.3,1.6,,
2017,2017 Senior Report,Hip Fractures,Texas,41,6.9,1.2,,
2017,2017 Senior Report,Hip Fractures,Utah,17,5.4,-0.4,,
2017,2017 Senior Report,Hip Fractures,Virginia,29,5.8,0,,
2017,2017 Senior Report,Hip Fractures,Vermont,2,4.7,-1.2,,
2017,2017 Senior Report,Hip Fractures,Washington,2,4.7,-1.2,,
2017,2017 Senior Report,Hip Fractures,Wisconsin,8,5,-0.9,,
2017,2017 Senior Report,Hip Fractures,West Virginia,43,7,1.3,,
2017,2017 Senior Report,Hip Fractures,Wyoming,36,6.3,0.5,,
2017,2017 Senior Report,Home Health Care ,Alaska,1,278.8,2,,
2017,2017 Senior Report,Home Health Care ,Alabama,48,53,-1.08,,
2017,2017 Senior Report,Home Health Care ,United States,,110.6,,,
2017,2017 Senior Report,Home Health Care ,Arkansas,18,111.5,0.02,,
2017,2017 Senior Report,Home Health Care ,Arizona,20,108.4,-0.04,,
2017,2017 Senior Report,Home Health Care ,California,42,72.4,-0.71,,
2017,2017 Senior Report,Home Health Care ,Colorado,11,123.4,0.24,,
2017,2017 Senior Report,Home Health Care ,Connecticut,17,114.2,0.07,,
2017,2017 Senior Report,Home Health Care ,District of Columbia,,301.7,,,
2017,2017 Senior Report,Home Health Care ,Delaware,32,83.5,-0.51,,
2017,2017 Senior Report,Home Health Care ,Florida,50,28.7,-1.53,,
2017,2017 Senior Report,Home Health Care ,Georgia,47,53.5,-1.07,,
2017,2017 Senior Report,Home Health Care ,Hawaii,36,80,-0.57,,
2017,2017 Senior Report,Home Health Care ,Iowa,29,86.6,-0.45,,
2017,2017 Senior Report,Home Health Care ,Idaho,13,120.8,0.19,,
2017,2017 Senior Report,Home Health Care ,Illinois,23,103.4,-0.13,,
2017,2017 Senior Report,Home Health Care ,Indiana,26,99.3,-0.21,,
2017,2017 Senior Report,Home Health Care ,Kansas,15,119.2,0.16,,
2017,2017 Senior Report,Home Health Care ,Kentucky,46,56.5,-1.01,,
2017,2017 Senior Report,Home Health Care ,Louisiana,8,159.7,0.92,,
2017,2017 Senior Report,Home Health Care ,Massachusetts,14,120.6,0.19,,
2017,2017 Senior Report,Home Health Care ,Maryland,42,72.4,-0.71,,
2017,2017 Senior Report,Home Health Care ,Maine,9,152.2,0.78,,
2017,2017 Senior Report,Home Health Care ,Michigan,25,99.6,-0.21,,
2017,2017 Senior Report,Home Health Care ,Minnesota,2,268.3,2,,
2017,2017 Senior Report,Home Health Care ,Missouri,16,116.9,0.12,,
2017,2017 Senior Report,Home Health Care ,Mississippi,31,83.7,-0.5,,
2017,2017 Senior Report,Home Health Care ,Montana,35,80.2,-0.57,,
2017,2017 Senior Report,Home Health Care ,North Carolina,21,107.1,-0.07,,
2017,2017 Senior Report,Home Health Care ,North Dakota,22,105.7,-0.09,,
2017,2017 Senior Report,Home Health Care ,Nebraska,44,61.8,-0.91,,
2017,2017 Senior Report,Home Health Care ,New Hampshire,30,84.2,-0.49,,
2017,2017 Senior Report,Home Health Care ,New Jersey,40,76.7,-0.63,,
2017,2017 Senior Report,Home Health Care ,New Mexico,4,211.2,1.88,,
2017,2017 Senior Report,Home Health Care ,Nevada,39,78,-0.61,,
2017,2017 Senior Report,Home Health Care ,New York,3,242.1,2,,
2017,2017 Senior Report,Home Health Care ,Ohio,19,109.4,-0.02,,
2017,2017 Senior Report,Home Health Care ,Oklahoma,34,82.5,-0.53,,
2017,2017 Senior Report,Home Health Care ,Oregon,27,95.8,-0.28,,
2017,2017 Senior Report,Home Health Care ,Pennsylvania,10,127.4,0.31,,
2017,2017 Senior Report,Home Health Care ,Rhode Island,28,93.5,-0.32,,
2017,2017 Senior Report,Home Health Care ,South Carolina,38,78.7,-0.6,,
2017,2017 Senior Report,Home Health Care ,South Dakota,49,49,-1.15,,
2017,2017 Senior Report,Home Health Care ,Tennessee,45,61.2,-0.92,,
2017,2017 Senior Report,Home Health Care ,Texas,5,198.5,1.64,,
2017,2017 Senior Report,Home Health Care ,Utah,37,78.9,-0.59,,
2017,2017 Senior Report,Home Health Care ,Virginia,24,101.9,-0.16,,
2017,2017 Senior Report,Home Health Care ,Vermont,6,172.3,1.15,,
2017,2017 Senior Report,Home Health Care ,Washington,33,83.1,-0.51,,
2017,2017 Senior Report,Home Health Care ,Wisconsin,7,164.5,1.01,,
2017,2017 Senior Report,Home Health Care ,West Virginia,12,122.5,0.22,,
2017,2017 Senior Report,Home Health Care ,Wyoming,40,76.7,-0.63,,
2017,2017 Senior Report,Home-delivered Meals,Alabama,26,11.3,0.11,,
2017,2017 Senior Report,Home-delivered Meals,Alaska,7,24.5,1.37,,
2017,2017 Senior Report,Home-delivered Meals,Arizona,44,5.7,-0.43,,
2017,2017 Senior Report,Home-delivered Meals,Arkansas,18,14.9,0.45,,
2017,2017 Senior Report,Home-delivered Meals,California,45,5.4,-0.46,,
2017,2017 Senior Report,Home-delivered Meals,Colorado,35,8.8,-0.13,,
2017,2017 Senior Report,Home-delivered Meals,Connecticut,37,7.3,-0.28,,
2017,2017 Senior Report,Home-delivered Meals,Delaware,15,16.8,0.63,,
2017,2017 Senior Report,Home-delivered Meals,Florida,49,5.2,-0.48,,
2017,2017 Senior Report,Home-delivered Meals,Georgia,48,5.3,-0.47,,
2017,2017 Senior Report,Home-delivered Meals,Hawaii,42,6.5,-0.35,,
2017,2017 Senior Report,Home-delivered Meals,Idaho,30,10.2,0,,
2017,2017 Senior Report,Home-delivered Meals,Illinois,28,10.9,0.07,,
2017,2017 Senior Report,Home-delivered Meals,Indiana,45,5.4,-0.46,,
2017,2017 Senior Report,Home-delivered Meals,Iowa,11,18.8,0.82,,
2017,2017 Senior Report,Home-delivered Meals,Kansas,12,18,0.75,,
2017,2017 Senior Report,Home-delivered Meals,Kentucky,43,6.4,-0.36,,
2017,2017 Senior Report,Home-delivered Meals,Louisiana,19,14.5,0.41,,
2017,2017 Senior Report,Home-delivered Meals,Maine,22,13.1,0.28,,
2017,2017 Senior Report,Home-delivered Meals,Maryland,45,5.4,-0.46,,
2017,2017 Senior Report,Home-delivered Meals,Massachusetts,5,28.9,1.79,,
2017,2017 Senior Report,Home-delivered Meals,Michigan,13,17.9,0.74,,
2017,2017 Senior Report,Home-delivered Meals,Minnesota,24,11.9,0.16,,
2017,2017 Senior Report,Home-delivered Meals,Mississippi,16,15.9,0.55,,
2017,2017 Senior Report,Home-delivered Meals,Missouri,9,21.6,1.09,,
2017,2017 Senior Report,Home-delivered Meals,Montana,4,33,2,,
2017,2017 Senior Report,Home-delivered Meals,Nebraska,8,22.3,1.16,,
2017,2017 Senior Report,Home-delivered Meals,Nevada,29,10.3,0.01,,
2017,2017 Senior Report,Home-delivered Meals,New Hampshire,2,45.7,2,,
2017,2017 Senior Report,Home-delivered Meals,New Jersey,32,10,-0.02,,
2017,2017 Senior Report,Home-delivered Meals,New Mexico,17,15.5,0.51,,
2017,2017 Senior Report,Home-delivered Meals,New York,26,11.3,0.11,,
2017,2017 Senior Report,Home-delivered Meals,North Carolina,39,6.7,-0.34,,
2017,2017 Senior Report,Home-delivered Meals,North Dakota,3,41.1,2,,
2017,2017 Senior Report,Home-delivered Meals,Ohio,23,12.2,0.19,,
2017,2017 Senior Report,Home-delivered Meals,Oklahoma,34,9,-0.12,,
2017,2017 Senior Report,Home-delivered Meals,Oregon,24,11.9,0.16,,
2017,2017 Senior Report,Home-delivered Meals,Pennsylvania,33,9.5,-0.07,,
2017,2017 Senior Report,Home-delivered Meals,Rhode Island,38,6.8,-0.33,,
2017,2017 Senior Report,Home-delivered Meals,South Carolina,36,7.9,-0.22,,
2017,2017 Senior Report,Home-delivered Meals,South Dakota,20,14.2,0.38,,
2017,2017 Senior Report,Home-delivered Meals,Tennessee,50,4,-0.59,,
2017,2017 Senior Report,Home-delivered Meals,Texas,31,10.1,-0.01,,
2017,2017 Senior Report,Home-delivered Meals,Utah,10,20.9,1.03,,
2017,2017 Senior Report,Home-delivered Meals,Vermont,6,27.6,1.67,,
2017,2017 Senior Report,Home-delivered Meals,Virginia,39,6.7,-0.34,,
2017,2017 Senior Report,Home-delivered Meals,Washington,39,6.7,-0.34,,
2017,2017 Senior Report,Home-delivered Meals,West Virginia,21,13.3,0.3,,
2017,2017 Senior Report,Home-delivered Meals,Wisconsin,14,17.1,0.66,,
2017,2017 Senior Report,Home-delivered Meals,Wyoming,1,51,2,,
2017,2017 Senior Report,Home-delivered Meals,United States,,10.2,0,,
2017,2017 Senior Report,Home-delivered Meals,District of Columbia,,21.4,0,,
2017,2017 Senior Report,Hospice Care,Alaska,49,32.2,-2,,
2017,2017 Senior Report,Hospice Care,Alabama,16,54.8,0.34,,
2017,2017 Senior Report,Hospice Care,United States,,52,0,,
2017,2017 Senior Report,Hospice Care,Arkansas,19,53.7,0.21,,
2017,2017 Senior Report,Hospice Care,Arizona,1,65.8,1.69,,
2017,2017 Senior Report,Hospice Care,California,37,47.4,-0.56,,
2017,2017 Senior Report,Hospice Care,Colorado,15,55.2,0.39,,
2017,2017 Senior Report,Hospice Care,Connecticut,34,48.1,-0.48,,
2017,2017 Senior Report,Hospice Care,District of Columbia,,44.9,0,,
2017,2017 Senior Report,Hospice Care,Delaware,3,61.6,1.18,,
2017,2017 Senior Report,Hospice Care,Florida,4,61.2,1.13,,
2017,2017 Senior Report,Hospice Care,Georgia,5,60.1,0.99,,
2017,2017 Senior Report,Hospice Care,Hawaii,40,45.7,-0.77,,
2017,2017 Senior Report,Hospice Care,Iowa,10,58.3,0.77,,
2017,2017 Senior Report,Hospice Care,Idaho,23,52.5,0.06,,
2017,2017 Senior Report,Hospice Care,Illinois,24,52,0,,
2017,2017 Senior Report,Hospice Care,Indiana,26,50.6,-0.17,,
2017,2017 Senior Report,Hospice Care,Kansas,21,53.2,0.15,,
2017,2017 Senior Report,Hospice Care,Kentucky,44,43.4,-1.06,,
2017,2017 Senior Report,Hospice Care,Louisiana,14,55.4,0.42,,
2017,2017 Senior Report,Hospice Care,Massachusetts,38,47.1,-0.6,,
2017,2017 Senior Report,Hospice Care,Maryland,32,49.3,-0.33,,
2017,2017 Senior Report,Hospice Care,Maine,31,50,-0.25,,
2017,2017 Senior Report,Hospice Care,Michigan,11,57.2,0.64,,
2017,2017 Senior Report,Hospice Care,Minnesota,26,50.6,-0.17,,
2017,2017 Senior Report,Hospice Care,Missouri,20,53.6,0.2,,
2017,2017 Senior Report,Hospice Care,Mississippi,29,50.3,-0.21,,
2017,2017 Senior Report,Hospice Care,Montana,43,44.1,-0.97,,
2017,2017 Senior Report,Hospice Care,North Carolina,22,53.1,0.13,,
2017,2017 Senior Report,Hospice Care,North Dakota,50,30.7,-2,,
2017,2017 Senior Report,Hospice Care,Nebraska,28,50.5,-0.18,,
2017,2017 Senior Report,Hospice Care,New Hampshire,34,48.1,-0.48,,
2017,2017 Senior Report,Hospice Care,New Jersey,36,47.8,-0.52,,
2017,2017 Senior Report,Hospice Care,New Mexico,18,53.9,0.23,,
2017,2017 Senior Report,Hospice Care,Nevada,30,50.1,-0.23,,
2017,2017 Senior Report,Hospice Care,New York,47,33.4,-2,,
2017,2017 Senior Report,Hospice Care,Ohio,6,59.5,0.92,,
2017,2017 Senior Report,Hospice Care,Oklahoma,13,56.1,0.5,,
2017,2017 Senior Report,Hospice Care,Oregon,12,57,0.61,,
2017,2017 Senior Report,Hospice Care,Pennsylvania,25,50.8,-0.15,,
2017,2017 Senior Report,Hospice Care,Rhode Island,7,59.2,0.88,,
2017,2017 Senior Report,Hospice Care,South Carolina,8,58.5,0.8,,
2017,2017 Senior Report,Hospice Care,South Dakota,45,39.7,-1.51,,
2017,2017 Senior Report,Hospice Care,Tennessee,40,45.7,-0.77,,
2017,2017 Senior Report,Hospice Care,Texas,8,58.5,0.8,,
2017,2017 Senior Report,Hospice Care,Utah,2,65.5,1.66,,
2017,2017 Senior Report,Hospice Care,Virginia,33,48.8,-0.39,,
2017,2017 Senior Report,Hospice Care,Vermont,46,37,-1.84,,
2017,2017 Senior Report,Hospice Care,Washington,39,47,-0.61,,
2017,2017 Senior Report,Hospice Care,Wisconsin,17,54.7,0.33,,
2017,2017 Senior Report,Hospice Care,West Virginia,42,45.1,-0.85,,
2017,2017 Senior Report,Hospice Care,Wyoming,48,32.4,-2,,
2017,2017 Senior Report,Hospital Deaths,Alaska,48,26.2,1.64,,
2017,2017 Senior Report,Hospital Deaths,Alabama,40,23.5,0.79,,
2017,2017 Senior Report,Hospital Deaths,United States,,21,,,
2017,2017 Senior Report,Hospital Deaths,Arkansas,23,20.2,-0.25,,
2017,2017 Senior Report,Hospital Deaths,Arizona,2,15.3,-1.8,,
2017,2017 Senior Report,Hospital Deaths,California,46,24.4,1.07,,
2017,2017 Senior Report,Hospital Deaths,Colorado,4,16.5,-1.42,,
2017,2017 Senior Report,Hospital Deaths,Connecticut,39,23.4,0.76,,
2017,2017 Senior Report,Hospital Deaths,District of Columbia,,27.6,,,
2017,2017 Senior Report,Hospital Deaths,Delaware,6,17.1,-1.23,,
2017,2017 Senior Report,Hospital Deaths,Florida,13,18.4,-0.82,,
2017,2017 Senior Report,Hospital Deaths,Georgia,11,18.1,-0.92,,
2017,2017 Senior Report,Hospital Deaths,Hawaii,49,26.7,1.8,,
2017,2017 Senior Report,Hospital Deaths,Iowa,3,16.3,-1.48,,
2017,2017 Senior Report,Hospital Deaths,Idaho,8,17.3,-1.17,,
2017,2017 Senior Report,Hospital Deaths,Illinois,25,20.3,-0.22,,
2017,2017 Senior Report,Hospital Deaths,Indiana,22,20.1,-0.28,,
2017,2017 Senior Report,Hospital Deaths,Kansas,21,20,-0.32,,
2017,2017 Senior Report,Hospital Deaths,Kentucky,34,22,0.32,,
2017,2017 Senior Report,Hospital Deaths,Louisiana,29,20.7,-0.09,,
2017,2017 Senior Report,Hospital Deaths,Massachusetts,38,23.2,0.69,,
2017,2017 Senior Report,Hospital Deaths,Maryland,36,22.5,0.47,,
2017,2017 Senior Report,Hospital Deaths,Maine,30,20.8,-0.06,,
2017,2017 Senior Report,Hospital Deaths,Michigan,14,18.5,-0.79,,
2017,2017 Senior Report,Hospital Deaths,Minnesota,19,19.5,-0.47,,
2017,2017 Senior Report,Hospital Deaths,Missouri,33,21.7,0.22,,
2017,2017 Senior Report,Hospital Deaths,Mississippi,42,23.7,0.85,,
2017,2017 Senior Report,Hospital Deaths,Montana,10,17.6,-1.07,,
2017,2017 Senior Report,Hospital Deaths,North Carolina,31,20.9,-0.03,,
2017,2017 Senior Report,Hospital Deaths,North Dakota,43,23.9,0.92,,
2017,2017 Senior Report,Hospital Deaths,Nebraska,23,20.2,-0.25,,
2017,2017 Senior Report,Hospital Deaths,New Hampshire,20,19.8,-0.38,,
2017,2017 Senior Report,Hospital Deaths,New Jersey,47,25.6,1.45,,
2017,2017 Senior Report,Hospital Deaths,New Mexico,15,18.7,-0.73,,
2017,2017 Senior Report,Hospital Deaths,Nevada,35,22.3,0.41,,
2017,2017 Senior Report,Hospital Deaths,New York,50,30,2,,
2017,2017 Senior Report,Hospital Deaths,Ohio,5,16.6,-1.39,,
2017,2017 Senior Report,Hospital Deaths,Oklahoma,27,20.5,-0.16,,
2017,2017 Senior Report,Hospital Deaths,Oregon,12,18.2,-0.88,,
2017,2017 Senior Report,Hospital Deaths,Pennsylvania,17,19.2,-0.57,,
2017,2017 Senior Report,Hospital Deaths,Rhode Island,7,17.2,-1.2,,
2017,2017 Senior Report,Hospital Deaths,South Carolina,27,20.5,-0.16,,
2017,2017 Senior Report,Hospital Deaths,South Dakota,17,19.2,-0.57,,
2017,2017 Senior Report,Hospital Deaths,Tennessee,36,22.5,0.47,,
2017,2017 Senior Report,Hospital Deaths,Texas,16,18.9,-0.66,,
2017,2017 Senior Report,Hospital Deaths,Utah,1,14.3,-2,,
2017,2017 Senior Report,Hospital Deaths,Virginia,41,23.6,0.82,,
2017,2017 Senior Report,Hospital Deaths,Vermont,43,23.9,0.92,,
2017,2017 Senior Report,Hospital Deaths,Washington,32,21.1,0.03,,
2017,2017 Senior Report,Hospital Deaths,Wisconsin,9,17.5,-1.1,,
2017,2017 Senior Report,Hospital Deaths,West Virginia,45,24,0.95,,
2017,2017 Senior Report,Hospital Deaths,Wyoming,25,20.3,-0.22,,
2017,2017 Senior Report,Hospital Readmissions,Alaska,13,14,-0.9,15.2,12.8
2017,2017 Senior Report,Hospital Readmissions,Alabama,23,14.4,-0.4,14.8,14.1
2017,2017 Senior Report,Hospital Readmissions,United States,,14.8,,,
2017,2017 Senior Report,Hospital Readmissions,Arkansas,46,15.6,0.9,16,15.2
2017,2017 Senior Report,Hospital Readmissions,Arizona,20,14.3,-0.6,14.6,13.9
2017,2017 Senior Report,Hospital Readmissions,California,23,14.4,-0.4,14.6,14.2
2017,2017 Senior Report,Hospital Readmissions,Colorado,4,12.8,-2,13.2,12.4
2017,2017 Senior Report,Hospital Readmissions,Connecticut,32,14.8,0,15.2,14.4
2017,2017 Senior Report,Hospital Readmissions,District of Columbia,,14.4,,15.4,13.4
2017,2017 Senior Report,Hospital Readmissions,Delaware,32,14.8,0,15.5,14.2
2017,2017 Senior Report,Hospital Readmissions,Florida,45,15.5,0.8,15.6,15.3
2017,2017 Senior Report,Hospital Readmissions,Georgia,26,14.6,-0.2,14.8,14.3
2017,2017 Senior Report,Hospital Readmissions,Hawaii,3,12.6,-2,13.5,11.7
2017,2017 Senior Report,Hospital Readmissions,Iowa,16,14.1,-0.8,14.5,13.7
2017,2017 Senior Report,Hospital Readmissions,Idaho,1,12.1,-2,12.8,11.4
